POSITIONS,UNIQUE ID,ID TYPE,NAME,POSITION UNITS,PORTFOLIO,PRICE,CURRENCY
,CX_FR0013140035_EUR,ISIN,CX_FR0013140035_EUR,100,Fixed Rate Bond,,USD
,85026_00004129 - Forex Leg USD,ISIN,85026_00004129 - Forex Leg USD,100,Fixed Rate Bond,,USD
,CX_CA135087F585_CAD,ISIN,CX_CA135087F585_CAD,100,Fixed Rate Bond,,USD
,CX_US677050AG14_USD,ISIN,CX_US677050AG14_USD,100,Fixed Rate Bond,,USD
,CX_US42805E3062_NAQ,ISIN,CX_US42805E3062_NAQ,100,Common Stock,,USD
,CX_ID1000115306_JKT,ISIN,CX_ID1000115306_JKT,100,Common Stock,,USD
,CX_JP3605400005_TYO,ISIN,CX_JP3605400005_TYO,100,Common Stock,,USD
,CX_XS0083567775_GBP,ISIN,CX_XS0083567775_GBP,100,Fixed Rate Bond,,USD
,CX_CH0143808365_CHF,ISIN,CX_CH0143808365_CHF,100,Fixed Rate Bond,,USD
,CX_CH0240330016_CHF,ISIN,CX_CH0240330016_CHF,100,Fixed Rate Bond,,USD
,CX_MX0MGO0000J5_MXN,ISIN,CX_MX0MGO0000J5_MXN,100,Fixed Rate Bond,,USD
,CX_US976656CD84_USD,ISIN,CX_US976656CD84_USD,100,Interest Rate Index Linked Note,,USD
,CX_BMG8086V1467_HKG,ISIN,CX_BMG8086V1467_HKG,100,Common Stock,,USD
,CX_US0050941071_NSQ,ISIN,CX_US0050941071_NSQ,100,Common Stock,,USD
,CX_CH0146843443_CHF,ISIN,CX_CH0146843443_CHF,100,Fixed Rate Bond,,USD
,CX_US23338VAC00_USD,ISIN,CX_US23338VAC00_USD,100,Interest Rate Index Linked Note,,USD
,CX_CH0235475354_CHF,ISIN,CX_CH0235475354_CHF,100,Fixed Rate Bond,,USD
,CX_US90131HAE53_USD,ISIN,CX_US90131HAE53_USD,100,Interest Rate Index Linked Note,,USD
,CX_CH0305186535_CHF,ISIN,CX_CH0305186535_CHF,100,Fixed Rate Bond,,USD
,CX_GB0009875674_GBP,ISIN,CX_GB0009875674_GBP,100,Fixed Rate Bond,,USD
,CX_XS1147600305_EUR,ISIN,CX_XS1147600305_EUR,100,Fixed Rate Bond,,USD
,CX_MYL5225OO007_KLS,ISIN,CX_MYL5225OO007_KLS,100,Common Stock,,USD
,CX_US3765361080_NSQ,ISIN,CX_US3765361080_NSQ,100,Common Stock,,USD
,CX_PTCOR0AE0006_LIS,ISIN,CX_PTCOR0AE0006_LIS,100,Common Stock,,USD
,CX_US06849RAK86_USD,ISIN,CX_US06849RAK86_USD,100,Fixed Rate Bond,,USD
,CX_XS1167204699_EUR,ISIN,CX_XS1167204699_EUR,100,Fixed Rate Bond,,USD
,CX_US494368BD47_USD,ISIN,CX_US494368BD47_USD,100,Fixed Rate Bond,,USD
,CX_CH0253609231_CHF,ISIN,CX_CH0253609231_CHF,100,Fixed Rate Bond,,USD
,CX_SE0002626861_STO,ISIN,CX_SE0002626861_STO,100,Common Stock,,USD
,CX_US14040HBN44_USD,ISIN,CX_US14040HBN44_USD,100,Interest Rate Index Linked Note,,USD
,CX_US912810QV35_USD,ISIN,CX_US912810QV35_USD,100,Fixed Rate Bond,,USD
,CX_MXP370711014_MEX,ISIN,CX_MXP370711014_MEX,100,Common Stock,,USD
,CX_US205887AR36_USD,ISIN,CX_US205887AR36_USD,100,Fixed Rate Bond,,USD
,CX_US29379VAW37_USD,ISIN,CX_US29379VAW37_USD,100,Interest Rate Index Linked Note,,USD
,CX_BE6285457519_EUR,ISIN,CX_BE6285457519_EUR,100,Fixed Rate Bond,,USD
,CX_CH0149176122_CHF,ISIN,CX_CH0149176122_CHF,100,Fixed Rate Bond,,USD
,CX_US454889AM82_USD,ISIN,CX_US454889AM82_USD,100,Fixed Rate Bond,,USD
,CX_BRVALEACNOR0_SAO,ISIN,CX_BRVALEACNOR0_SAO,100,Common Stock,,USD
,CX_US912810FR42_USD,ISIN,CX_US912810FR42_USD,100,Fixed Rate Bond,,USD
,CX_KYG989221000_TAI,ISIN,CX_KYG989221000_TAI,100,Common Stock,,USD
,CX_US94973VAS60_USD,ISIN,CX_US94973VAS60_USD,100,Fixed Rate Bond,,USD
,CX_US34354PAD78_USD,ISIN,CX_US34354PAD78_USD,100,Interest Rate Index Linked Note,,USD
,CX_NZCENE0001S6_NZC,ISIN,CX_NZCENE0001S6_NZC,100,Common Stock,,USD
,CX_AU000XCLWAP3_AUD,ISIN,CX_AU000XCLWAP3_AUD,100,Fixed Rate Bond,,USD
,69312_00036598 - Forex Leg RUB,ISIN,69312_00036598 - Forex Leg RUB,100,Fixed Rate Bond,,USD
,69312_00035587 - Forex Leg USD,ISIN,69312_00035587 - Forex Leg USD,100,Fixed Rate Bond,,USD
,CX_DK0060448595_CPH,ISIN,CX_DK0060448595_CPH,100,Common Stock,,USD
,CX_US40434CAD74_USD,ISIN,CX_US40434CAD74_USD,100,Fixed Rate Bond,,USD
,CX_US05348EAQ26_USD,ISIN,CX_US05348EAQ26_USD,100,Interest Rate Index Linked Note,,USD
,CX_US40414LAH24_USD,ISIN,CX_US40414LAH24_USD,100,Interest Rate Index Linked Note,,USD
,CX_CH0187695553_CHF,ISIN,CX_CH0187695553_CHF,100,Fixed Rate Bond,,USD
,CX_ES0113679I37_MCE,ISIN,CX_ES0113679I37_MCE,100,Common Stock,,USD
,CX_US4581181066_NSQ,ISIN,CX_US4581181066_NSQ,100,Common Stock,,USD
,CX_US24422ETB55_USD,ISIN,CX_US24422ETB55_USD,100,Fixed Rate Bond,,USD
,CX_TRECOLA00011_IST,ISIN,CX_TRECOLA00011_IST,100,Common Stock,,USD
,59629_00002324 - Forex Leg GBP,ISIN,59629_00002324 - Forex Leg GBP,100,Fixed Rate Bond,,USD
,CX_US25746UAV17_USD,ISIN,CX_US25746UAV17_USD,100,Fixed Rate Bond,,USD
,CX_XS1405780617_EUR,ISIN,CX_XS1405780617_EUR,100,Interest Rate Index Linked Note,,USD
,CX_US958254AE48_USD,ISIN,CX_US958254AE48_USD,100,Interest Rate Index Linked Note,,USD
,CX_JP3657400002_TYO,ISIN,CX_JP3657400002_TYO,100,Common Stock,,USD
,CX_US42722X1063_NSQ,ISIN,CX_US42722X1063_NSQ,100,Common Stock,,USD
,CX_XS1375956569_EUR,ISIN,CX_XS1375956569_EUR,100,Fixed Rate Bond,,USD
,CX_US4403271046_NYQ,ISIN,CX_US4403271046_NYQ,100,Common Stock,,USD
,CX_GRS014003016_ATH,ISIN,CX_GRS014003016_ATH,100,Common Stock,,USD
,CX_TW0002308004_TAI,ISIN,CX_TW0002308004_TAI,100,Common Stock,,USD
,CX_IE00B4Q5ZN47_NSQ,ISIN,CX_IE00B4Q5ZN47_NSQ,100,Common Stock,,USD
,CX_US912828B584_USD,ISIN,CX_US912828B584_USD,100,Fixed Rate Bond,,USD
,CX_TUU7_USD,ISIN,CX_TUU7_USD,100,Bond Future,,USD
,CX_US871829BD80_USD,ISIN,CX_US871829BD80_USD,100,Interest Rate Index Linked Note,,USD
,CX_US842400FW81_USD,ISIN,CX_US842400FW81_USD,100,Interest Rate Index Linked Note,,USD
,CX_FR0010750489_EUR,ISIN,CX_FR0010750489_EUR,100,Fixed Rate Bond,,USD
,CX_CH0148937649_CHF,ISIN,CX_CH0148937649_CHF,100,Fixed Rate Bond,,USD
,CX_XS0976223452_EUR,ISIN,CX_XS0976223452_EUR,100,Fixed Rate Bond,,USD
,56086_00017383 - Forex Leg CHF,ISIN,56086_00017383 - Forex Leg CHF,100,Fixed Rate Bond,,USD
,CX_US902133AG25_USD,ISIN,CX_US902133AG25_USD,100,Fixed Rate Bond,,USD
,CX_CH0146839870_CHF,ISIN,CX_CH0146839870_CHF,100,Fixed Rate Bond,,USD
,CX_XS1167667283_EUR,ISIN,CX_XS1167667283_EUR,100,Fixed Rate Bond,,USD
,CX_FR0013213832_EUR,ISIN,CX_FR0013213832_EUR,100,Fixed Rate Bond,,USD
,CX_XS1418774706_EUR,ISIN,CX_XS1418774706_EUR,100,Interest Rate Index Linked Note,,USD
,CX_CH0310175556_CHF,ISIN,CX_CH0310175556_CHF,100,Fixed Rate Bond,,USD
,CX_CH0256886505_CHF,ISIN,CX_CH0256886505_CHF,100,Fixed Rate Bond,,USD
,CX_US26884TAA07_USD,ISIN,CX_US26884TAA07_USD,100,Fixed Rate Bond,,USD
,CX_XS1110449458_EUR,ISIN,CX_XS1110449458_EUR,100,Fixed Rate Bond,,USD
,CX_US830505AT07_USD,ISIN,CX_US830505AT07_USD,100,Fixed Rate Bond,,USD
,302287_00000333 - Forex Leg CHF,ISIN,302287_00000333 - Forex Leg CHF,100,Fixed Rate Bond,,USD
,CX_US00912XAS36_USD,ISIN,CX_US00912XAS36_USD,100,Fixed Rate Bond,,USD
,CX_INE917I01010_NSI,ISIN,CX_INE917I01010_NSI,100,Common Stock,,USD
,CX_PTREL0AM0008_LIS,ISIN,CX_PTREL0AM0008_LIS,100,Common Stock,,USD
,CX_US8660821005_NYQ,ISIN,CX_US8660821005_NYQ,100,Common Stock,,USD
,CX_CH0242193974_CHF,ISIN,CX_CH0242193974_CHF,100,Fixed Rate Bond,,USD
,CX_US05565QBJ67_USD,ISIN,CX_US05565QBJ67_USD,100,Fixed Rate Bond,,USD
,CX_USP14517AA73_USD,ISIN,CX_USP14517AA73_USD,100,Fixed Rate Bond,,USD
,CX_CH0102484968_VTX,ISIN,CX_CH0102484968_VTX,100,Common Stock,,USD
,CX_US42809HAC16_USD,ISIN,CX_US42809HAC16_USD,100,Fixed Rate Bond,,USD
,302226_00000690 - Forex Leg CHF,ISIN,302226_00000690 - Forex Leg CHF,100,Fixed Rate Bond,,USD
,CX_US110122BB30_USD,ISIN,CX_US110122BB30_USD,100,Fixed Rate Bond,,USD
,CX_US3687361044_NYQ,ISIN,CX_US3687361044_NYQ,100,Common Stock,,USD
,CX_US912810QH41_USD,ISIN,CX_US912810QH41_USD,100,Fixed Rate Bond,,USD
,CX_USP3143NAQ71_USD,ISIN,CX_USP3143NAQ71_USD,100,Fixed Rate Bond,,USD
,CX_US26441CAT27_USD,ISIN,CX_US26441CAT27_USD,100,Interest Rate Index Linked Note,,USD
,CX_JP3429800000_TYO,ISIN,CX_JP3429800000_TYO,100,Common Stock,,USD
,CX_US25468PCP99_USD,ISIN,CX_US25468PCP99_USD,100,Fixed Rate Bond,,USD
,CX_DK0010181759_CPH,ISIN,CX_DK0010181759_CPH,100,Common Stock,,USD
,CX_US500472AF27_USD,ISIN,CX_US500472AF27_USD,100,Fixed Rate Bond,,USD
,85026_00004148 - Forex Leg USD,ISIN,85026_00004148 - Forex Leg USD,100,Fixed Rate Bond,,USD
,CX_US912828W481_USD,ISIN,CX_US912828W481_USD,100,Fixed Rate Bond,,USD
,CX_JP3538800008_TYO,ISIN,CX_JP3538800008_TYO,100,Common Stock,,USD
,CX_CNE100000296_HKG,ISIN,CX_CNE100000296_HKG,100,Common Stock,,USD
,CX_DE000A1R0691_EUR,ISIN,CX_DE000A1R0691_EUR,100,Fixed Rate Bond,,USD
,CX_US007634AA64_USD,ISIN,CX_US007634AA64_USD,100,Fixed Rate Bond,,USD
,CX_US89236TDE29_USD,ISIN,CX_US89236TDE29_USD,100,Fixed Rate Bond,,USD
,CX_US59156R1086_NYQ,ISIN,CX_US59156R1086_NYQ,100,Common Stock,,USD
,CX_XS1584122177_EUR,ISIN,CX_XS1584122177_EUR,100,Interest Rate Index Linked Note,,USD
,CX_US45667G1031_NSQ,ISIN,CX_US45667G1031_NSQ,100,Common Stock,,USD
,CX_AU3TB0000101_AUD,ISIN,CX_AU3TB0000101_AUD,100,Fixed Rate Bond,,USD
,CX_XS1403263723_EUR,ISIN,CX_XS1403263723_EUR,100,Fixed Rate Bond,,USD
,CX_ZAE000180865_JNB,ISIN,CX_ZAE000180865_JNB,100,Common Stock,,USD
,CX_CH0011075394_VTX,ISIN,CX_CH0011075394_VTX,100,Common Stock,,USD
,CX_CH0240109774_CHF,ISIN,CX_CH0240109774_CHF,100,Fixed Rate Bond,,USD
,CX_XS1513055555_EUR,ISIN,CX_XS1513055555_EUR,100,Interest Rate Index Linked Note,,USD
,CX_US12503M1080_NSQ,ISIN,CX_US12503M1080_NSQ,100,Common Stock,,USD
,CX_US29379VAV53_USD,ISIN,CX_US29379VAV53_USD,100,Fixed Rate Bond,,USD
,CX_US92343VAW46_USD,ISIN,CX_US92343VAW46_USD,100,Fixed Rate Bond,,USD
,CX_KR7005380001_KSC,ISIN,CX_KR7005380001_KSC,100,Common Stock,,USD
,CX_US6819191064_NYQ,ISIN,CX_US6819191064_NYQ,100,Common Stock,,USD
,CX_TW0002841004_TAI,ISIN,CX_TW0002841004_TAI,100,Common Stock,,USD
,CX_FR0000051732_PAR,ISIN,CX_FR0000051732_PAR,100,Common Stock,,USD
,CX_CH0190361029_CHF,ISIN,CX_CH0190361029_CHF,100,Fixed Rate Bond,,USD
,CX_SE0000825820_STO,ISIN,CX_SE0000825820_STO,100,Common Stock,,USD
,CX_US22410J1060_NSQ,ISIN,CX_US22410J1060_NSQ,100,Common Stock,,USD
,CX_US124857AT09_USD,ISIN,CX_US124857AT09_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS0172989252_GBP,ISIN,CX_XS0172989252_GBP,100,Fixed Rate Bond,,USD
,CX_XS0453908377_EUR,ISIN,CX_XS0453908377_EUR,100,Fixed Rate Bond,,USD
,CX_US585055AY20_USD,ISIN,CX_US585055AY20_USD,100,Interest Rate Index Linked Note,,USD
,CX_US828807DB03_USD,ISIN,CX_US828807DB03_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS0731849831_GBP,ISIN,CX_XS0731849831_GBP,100,Fixed Rate Bond,,USD
,CX_US29364WAY49_USD,ISIN,CX_US29364WAY49_USD,100,Interest Rate Index Linked Note,,USD
,CX_US912828F544_USD,ISIN,CX_US912828F544_USD,100,Fixed Rate Bond,,USD
,CX_US91324PCN06_USD,ISIN,CX_US91324PCN06_USD,100,Fixed Rate Bond,,USD
,CX_DE000A1GNAH1_EUR-Float,ISIN,CX_DE000A1GNAH1_EUR-Float,100,Interest Rate Index Linked Note,,USD
,CX_JP3481800005_TYO,ISIN,CX_JP3481800005_TYO,100,Common Stock,,USD
,CX_US124857AM55_USD,ISIN,CX_US124857AM55_USD,100,Interest Rate Index Linked Note,,USD
,56088_00012108 - Forex Leg CHF,ISIN,56088_00012108 - Forex Leg CHF,100,Fixed Rate Bond,,USD
,CX_US299897AB43_USD,ISIN,CX_US299897AB43_USD,100,Interest Rate Index Linked Note,,USD
,CX_US74005PAU84_USD,ISIN,CX_US74005PAU84_USD,100,Fixed Rate Bond,,USD
,CX_US89153UAF84_USD,ISIN,CX_US89153UAF84_USD,100,Fixed Rate Bond,,USD
,CX_CH0276423818_CHF,ISIN,CX_CH0276423818_CHF,100,Fixed Rate Bond,,USD
,CX_US82620KAH68_USD,ISIN,CX_US82620KAH68_USD,100,Fixed Rate Bond,,USD
,CX_US20030NAV38_USD,ISIN,CX_US20030NAV38_USD,100,Fixed Rate Bond,,USD
,CX_US26442CAG96_USD,ISIN,CX_US26442CAG96_USD,100,Fixed Rate Bond,,USD
,CX_US35803QAA58_USD,ISIN,CX_US35803QAA58_USD,100,Fixed Rate Bond,,USD
,CX_CNE1000003J5_HKG,ISIN,CX_CNE1000003J5_HKG,100,Common Stock,,USD
,CX_GB00B4WFW713_LSE,ISIN,CX_GB00B4WFW713_LSE,100,Common Stock,,USD
,CX_XS0619548216_EUR,ISIN,CX_XS0619548216_EUR,100,Fixed Rate Bond,,USD
,CX_NZFBUE0001S0_NZC,ISIN,CX_NZFBUE0001S0_NZC,100,Common Stock,,USD
,85027_00004832 - Forex Leg CHF,ISIN,85027_00004832 - Forex Leg CHF,100,Fixed Rate Bond,,USD
,CX_US0758961009_NSQ,ISIN,CX_US0758961009_NSQ,100,Common Stock,,USD
,CX_US863667AP63_USD,ISIN,CX_US863667AP63_USD,100,Fixed Rate Bond,,USD
,CX_TH0889010Y15_SET,ISIN,CX_TH0889010Y15_SET,100,Common Stock,,USD
,CX_CH0188098740_CHF,ISIN,CX_CH0188098740_CHF,100,Fixed Rate Bond,,USD
,CX_US843646AL40_USD,ISIN,CX_US843646AL40_USD,100,Interest Rate Index Linked Note,,USD
,CX_US031162BK53_USD,ISIN,CX_US031162BK53_USD,100,Interest Rate Index Linked Note,,USD
,69313_00033410 - Forex Leg HUF,ISIN,69313_00033410 - Forex Leg HUF,100,Fixed Rate Bond,,USD
,CX_CH0143302005_CHF,ISIN,CX_CH0143302005_CHF,100,Fixed Rate Bond,,USD
,CX_JP3786200000_TYO,ISIN,CX_JP3786200000_TYO,100,Common Stock,,USD
,CX_US06406FAA12_USD,ISIN,CX_US06406FAA12_USD,100,Interest Rate Index Linked Note,,USD
,CX_HU0000402383_HUF,ISIN,CX_HU0000402383_HUF,100,Fixed Rate Bond,,USD
,CX_US771367CD97_USD,ISIN,CX_US771367CD97_USD,100,Interest Rate Index Linked Note,,USD
,CX_US767201AN61_USD,ISIN,CX_US767201AN61_USD,100,Fixed Rate Bond,,USD
,CX_US3695501086_NYQ,ISIN,CX_US3695501086_NYQ,100,Common Stock,,USD
,CX_SG1P66918738_SES,ISIN,CX_SG1P66918738_SES,100,Common Stock,,USD
,CX_CH0280569135_CHF,ISIN,CX_CH0280569135_CHF,100,Fixed Rate Bond,,USD
,CX_US84756NAF69_USD,ISIN,CX_US84756NAF69_USD,100,Interest Rate Index Linked Note,,USD
,CX_US0538071038_NYQ,ISIN,CX_US0538071038_NYQ,100,Common Stock,,USD
,CX_COD38PA00046_COL,ISIN,CX_COD38PA00046_COL,100,Common Stock,,USD
,CX_US5272881047_NYQ,ISIN,CX_US5272881047_NYQ,100,Common Stock,,USD
,CX_US465685AH81_USD,ISIN,CX_US465685AH81_USD,100,Interest Rate Index Linked Note,,USD
,CX_CA25675T1075_CAQ,ISIN,CX_CA25675T1075_CAQ,100,Common Stock,,USD
,CX_US912828WE61_USD,ISIN,CX_US912828WE61_USD,100,Fixed Rate Bond,,USD
,CX_TH0834010017_SET,ISIN,CX_TH0834010017_SET,100,Common Stock,,USD
,CX_US3453708600_NYQ,ISIN,CX_US3453708600_NYQ,100,Common Stock,,USD
,CX_SE0000695876_STO,ISIN,CX_SE0000695876_STO,100,Common Stock,,USD
,CX_US0893021032_NYQ,ISIN,CX_US0893021032_NYQ,100,Common Stock,,USD
,CX_US60856BAA26_USD,ISIN,CX_US60856BAA26_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS1173845436_EUR,ISIN,CX_XS1173845436_EUR,100,Fixed Rate Bond,,USD
,CX_US65473QAX16_USD,ISIN,CX_US65473QAX16_USD,100,Interest Rate Index Linked Note,,USD
,VCCCSLF,ISIN,VCCCSLF,100,Fixed Rate Bond,,USD
,CX_US912828P386_USD,ISIN,CX_US912828P386_USD,100,Fixed Rate Bond,,USD
,CX_CA448055AN34_CAD,ISIN,CX_CA448055AN34_CAD,100,Interest Rate Index Linked Note,,USD
,CX_US210795PZ71_USD,ISIN,CX_US210795PZ71_USD,100,Fixed Amortizing Bond,,USD
,CX_US90131HAR66_USD,ISIN,CX_US90131HAR66_USD,100,Fixed Rate Bond,,USD
,CX_US50540RAK86_USD,ISIN,CX_US50540RAK86_USD,100,Fixed Rate Bond,,USD
,69312_00036922 - Forex Leg USD,ISIN,69312_00036922 - Forex Leg USD,100,Fixed Rate Bond,,USD
,CX_US369604BF92_USD,ISIN,CX_US369604BF92_USD,100,Fixed Rate Bond,,USD
,CX_PLPGER000010_WSE,ISIN,CX_PLPGER000010_WSE,100,Common Stock,,USD
,CX_US90131HBD61_USD,ISIN,CX_US90131HBD61_USD,100,Fixed Rate Bond,,USD
,CX_AU000000QAN2_ASX,ISIN,CX_AU000000QAN2_ASX,100,Common Stock,,USD
,CX_KR7060980000_KSC,ISIN,CX_KR7060980000_KSC,100,Common Stock,,USD
,CX_US428236BV43_USD,ISIN,CX_US428236BV43_USD,100,Fixed Rate Bond,,USD
,CX_TW0002809001_TAI,ISIN,CX_TW0002809001_TAI,100,Common Stock,,USD
,CX_US912828KQ20_USD,ISIN,CX_US912828KQ20_USD,100,Fixed Rate Bond,,USD
,CX_XS1199964575_EUR,ISIN,CX_XS1199964575_EUR,100,Fixed Rate Bond,,USD
,CX_US772739AQ10_USD,ISIN,CX_US772739AQ10_USD,100,Interest Rate Index Linked Note,,USD
,CX_IT0000062072_MIL,ISIN,CX_IT0000062072_MIL,100,Common Stock,,USD
,CX_CA29251ZAW73_CAD,ISIN,CX_CA29251ZAW73_CAD,100,Fixed Rate Bond,,USD
,CX_XS1292988984_EUR,ISIN,CX_XS1292988984_EUR,100,Fixed Rate Bond,,USD
,CX_US023135AQ91_USD,ISIN,CX_US023135AQ91_USD,100,Interest Rate Index Linked Note,,USD
,CX_CH0111056666_CHF,ISIN,CX_CH0111056666_CHF,100,Fixed Rate Bond,,USD
,CX_US14162VAB27_USD,ISIN,CX_US14162VAB27_USD,100,Interest Rate Index Linked Note,,USD
,CX_US22160K1051_NSQ,ISIN,CX_US22160K1051_NSQ,100,Common Stock,,USD
,CX_IE00B1RR8406_ISE,ISIN,CX_IE00B1RR8406_ISE,100,Common Stock,,USD
,CX_US30161MAR43_USD,ISIN,CX_US30161MAR43_USD,100,Interest Rate Index Linked Note,,USD
,CX_US36268T2069_LSE,ISIN,CX_US36268T2069_LSE,100,Common Stock,,USD
,CX_CLP249051044_SGO,ISIN,CX_CLP249051044_SGO,100,Common Stock,,USD
,CX_US22822VAB71_USD,ISIN,CX_US22822VAB71_USD,100,Interest Rate Index Linked Note,,USD
,CX_US444859BD30_USD,ISIN,CX_US444859BD30_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS0617251995_EUR,ISIN,CX_XS0617251995_EUR,100,Fixed Rate Bond,,USD
,CX_US30219GAL23_USD,ISIN,CX_US30219GAL23_USD,100,Interest Rate Index Linked Note,,USD
,CX_CA775109AT89_CAD,ISIN,CX_CA775109AT89_CAD,100,Interest Rate Index Linked Note,,USD
,CX_SE0001280355_STO,ISIN,CX_SE0001280355_STO,100,Common Stock,,USD
,CX_US9139031002_NYQ,ISIN,CX_US9139031002_NYQ,100,Common Stock,,USD
,CX_XS1499602289_EUR,ISIN,CX_XS1499602289_EUR,100,Fixed Rate Bond,,USD
,CX_PTBSSJOM0014_EUR,ISIN,CX_PTBSSJOM0014_EUR,100,Fixed Rate Bond,,USD
,CX_US94974BFC90_USD,ISIN,CX_US94974BFC90_USD,100,Fixed Rate Bond,,USD
,85026_00004214 - Forex Leg USD,ISIN,85026_00004214 - Forex Leg USD,100,Fixed Rate Bond,,USD
,CX_US775109BB60_USD,ISIN,CX_US775109BB60_USD,100,Interest Rate Index Linked Note,,USD
,CX_US88677Q1094_NSQ,ISIN,CX_US88677Q1094_NSQ,100,Common Stock,,USD
,CX_US94106LAY56_USD,ISIN,CX_US94106LAY56_USD,100,Interest Rate Index Linked Note,,USD
,CX_US842587CY12_USD-Float,ISIN,CX_US842587CY12_USD-Float,100,Interest Rate Index Linked Note,,USD
,CX_XS1458408561_EUR,ISIN,CX_XS1458408561_EUR,100,Fixed Rate Bond,,USD
,CX_US863667AG64_USD,ISIN,CX_US863667AG64_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS0366066149_EUR-Float,ISIN,CX_XS0366066149_EUR-Float,100,Interest Rate Index Linked Note,,USD
,CX_US151020AQ72_USD,ISIN,CX_US151020AQ72_USD,100,Fixed Rate Bond,,USD
,CX_US26442UAC80_USD,ISIN,CX_US26442UAC80_USD,100,Interest Rate Index Linked Note,,USD
,CX_US73179P1066_NYQ,ISIN,CX_US73179P1066_NYQ,100,Common Stock,,USD
,301307_00000655 - Forex Leg USD,ISIN,301307_00000655 - Forex Leg USD,100,Fixed Rate Bond,,USD
,CX_US87265H1095_NYQ,ISIN,CX_US87265H1095_NYQ,100,Common Stock,,USD
,CX_DE0001104677_EUR,ISIN,CX_DE0001104677_EUR,100,Fixed Rate Bond,,USD
,CX_US195325BM66_USD,ISIN,CX_US195325BM66_USD,100,Fixed Rate Bond,,USD
,CX_MYBMX1100044_MYR,ISIN,CX_MYBMX1100044_MYR,100,Fixed Rate Bond,,USD
,CX_XS0942388462_EUR,ISIN,CX_XS0942388462_EUR,100,Fixed Rate Bond,,USD
,CX_USY20721BJ74_USD,ISIN,CX_USY20721BJ74_USD,100,Fixed Rate Bond,,USD
,CX_MYBMN1300033_MYR,ISIN,CX_MYBMN1300033_MYR,100,Fixed Rate Bond,,USD
,CX_CNE1000004S4_HKG,ISIN,CX_CNE1000004S4_HKG,100,Common Stock,,USD
,CX_US3952591044_NYQ,ISIN,CX_US3952591044_NYQ,100,Common Stock,,USD
,CX_XS1629866275_EUR,ISIN,CX_XS1629866275_EUR,100,Interest Rate Index Linked Note,,USD
,CX_US46625HJT86_USD,ISIN,CX_US46625HJT86_USD,100,Fixed Rate Bond,,USD
,CX_TH1027010004_SET,ISIN,CX_TH1027010004_SET,100,Common Stock,,USD
,CX_CA02135ZAM82_CAD,ISIN,CX_CA02135ZAM82_CAD,100,Interest Rate Index Linked Note,,USD
,CX_US418056AT46_USD,ISIN,CX_US418056AT46_USD,100,Interest Rate Index Linked Note,,USD
,CX_CA29251ZBB28_CAD,ISIN,CX_CA29251ZBB28_CAD,100,Fixed Rate Bond,,USD
,CX_US60871RAN08_USD,ISIN,CX_US60871RAN08_USD,100,Interest Rate Index Linked Note,,USD
,CX_US912828L997_USD,ISIN,CX_US912828L997_USD,100,Fixed Rate Bond,,USD
,CX_US69354M1080_NSQ,ISIN,CX_US69354M1080_NSQ,100,Common Stock,,USD
,CX_CA07813ZAT18_CAD,ISIN,CX_CA07813ZAT18_CAD,100,Fixed Rate Bond,,USD
,CX_ZAE000044897_JNB,ISIN,CX_ZAE000044897_JNB,100,Common Stock,,USD
,CX_ES0113307062_MCE,ISIN,CX_ES0113307062_MCE,100,Common Stock,,USD
,CX_US3168271043_NSQ,ISIN,CX_US3168271043_NSQ,100,Common Stock,,USD
,CX_US548661CV74_USD,ISIN,CX_US548661CV74_USD,100,Interest Rate Index Linked Note,,USD
,CX_XS1284570626_EUR,ISIN,CX_XS1284570626_EUR,100,Interest Rate Index Linked Note,,USD
,302226_00000610 - Forex Leg CHF,ISIN,302226_00000610 - Forex Leg CHF,100,Fixed Rate Bond,,USD
,CX_US534187BF54_USD,ISIN,CX_US534187BF54_USD,100,Interest Rate Index Linked Note,,USD
,CX_US345370BR09_USD,ISIN,CX_US345370BR09_USD,100,Fixed Rate Bond,,USD
,CX_INE669C01036_NSI,ISIN,CX_INE669C01036_NSI,100,Common Stock,,USD
,CX_GB00B3FLWH99_LSE,ISIN,CX_GB00B3FLWH99_LSE,100,Common Stock,,USD
,CX_CH0323604188_CHF,ISIN,CX_CH0323604188_CHF,100,Fixed Rate Bond,,USD
,CX_FR0000035081_PAR,ISIN,CX_FR0000035081_PAR,100,Common Stock,,USD
,CX_US263534CB38_USD,ISIN,CX_US263534CB38_USD,100,Fixed Rate Bond,,USD
,CX_US26441YAW75_USD,ISIN,CX_US26441YAW75_USD,100,Interest Rate Index Linked Note,,USD
,CX_US983024AN02_USD,ISIN,CX_US983024AN02_USD,100,Fixed Rate Bond,,USD
,CX_HU0000402631_HUF,ISIN,CX_HU0000402631_HUF,100,Fixed Rate Bond,,USD
,CX_JP3431900004_TYO,ISIN,CX_JP3431900004_TYO,100,Common Stock,,USD
,CX_US9486261061_NYQ,ISIN,CX_US9486261061_NYQ,100,Common Stock,,USD
,CX_KR7008930000_KSC,ISIN,CX_KR7008930000_KSC,100,Common Stock,,USD
